case,stratum,attempt,run,parsed,ref_verdict,ref_outcome,ref_next_agent,ref_adjust,llm_verdict,llm_outcome,llm_next_agent,llm_adjust,verdict_ok,outcome_ok,hop_ok,adjust_ok,reason
wrong_89,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed, while Gate 1 and Gate 1b passed and the clone control was valid. That pattern is a systematic fidelity miss, not a one-off seed artifact, so it is a REJECT. With retry count 0 of 2, the critic sends an adjusted ip_adapter_scale back to concept-designer through the orchestrator."
wrong_89,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all definitely failed. Nothing is unmeasured, since the clone control failed as required, so this is a REJECT. Retry count is 0 of 2, so the orchestrator relays the retry to concept-designer. The failures are systematic across fidelity gates rather than a one-off seed artifact, so the adjustment is ip_adapter_scale."
wrong_89,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed, so this is a REJECT, not INCONCLUSIVE. Gate 1 and Gate 1b passed, and the clone control validated Gate 1b. This is attempt 1 with retry count 0 (2 retries remain), so the orchestrator relays a retry to concept-designer. Failing integrity, attribute fidelity and briefed changes together points to drift from the style rather than a one-off sampling artifact, so the critic adjusts ip_adapter_scale (likely raising it to tie the image closer to the references) instead of changing the seed."
wrong_90,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed, and the clone control validated 1b), so this is a definite REJECT with no unmeasured gate. At retry count 0 with two retries left, the orchestrator relays the critic's request to concept-designer. The misses on fidelity, briefed changes and integrity together look systematic rather than a one-off sampling artifact, so the adjustment is ip_adapter_scale, not seed."
wrong_90,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed, so this is a REJECT. It is attempt 1 with 0 of 2 retries used, so the critic sends back an adjusted ip_adapter_scale via the orchestrator. Gate 2 and Gate 3 misses point to a systematic fidelity problem rather than a one-off seed artifact, and the concept sits too far from the references (integrity failed while Gate 1/1b pass with headroom)."
wrong_90,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor (global), Gate 2 and Gate 3 all definitely failed, so this is a REJECT with no unmeasured gate (the clone control failed as required, so Gate 1b is validated). Retry count is 0 of 2, so the critic sends back an adjusted ip_adapter_scale (raise it, since the concept is too far from the references and lacks the briefed attributes) via the orchestrator to concept-designer. Failing three gates together does not look like a one-off seed artifact."
wrong_91,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed, while Gates 1 and 1b passed and the clone control is valid, so the concept drifted from the style rather than copying it. Because the misses are on attribute fidelity and briefed changes, not a lone integrity miss on one seed, this looks systematic. This is attempt 1 with 2 retries left, so the critic sends back an adjusted ip_adapter_scale (raise it to pull the concept closer to the references) via the orchestrator to concept-designer."
wrong_91,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, with the clone control valid), so this is a REJECT. Because the concept drifted from the reference and the attributes and briefed changes are not visible, this looks like a systematic miss rather than a one-off sampling artifact, so with retries remaining (0 of 2 used) the critic sends back an adjusted ip_adapter_scale rather than a new seed, and the orchestrator relays it to concept-designer."
wrong_91,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so the concept is rejected even though Gates 1 and 1b passed. This is the first attempt with retries remaining. The failures point to weak adherence to the reference and brief rather than a one-off sampling artifact, so the critic adjusts ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_92,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gate 1 and 1b passed, with a valid clone control), so this is a REJECT. It is attempt 1 with 2 retries left. Failing the integrity floor together with attribute fidelity and the briefed changes points to a systematic miss rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale, relayed via the orchestrator to concept-designer."
wrong_92,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so this is a REJECT. Retry count is 0 of 2, so the orchestrator relays a retry to concept-designer. Gates 1 and 1b pass, so the concept is not too close to a reference. The failures show it drifts too far from the style and its briefed attributes are not visible, which is a reference-adherence problem. That calls for a different ip_adapter_scale, not a seed change, since a seed change fits a single isolated integrity miss."
wrong_92,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gate 1 and 1b passed, with the clone control valid), so nothing is unmeasured and this is a REJECT. It is attempt 1 with retries remaining, so it goes back to concept-designer. Failing attribute fidelity and briefed changes together with the integrity floor looks systematic rather than a one-off seed artifact, so the adjustment is ip_adapter_scale."
wrong_93,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, while Gate 1 and Gate 1b (with a valid clone control) passed. The concept sits too far from the style and does not show the briefed attributes, which is a systematic miss rather than a one-off seed artifact. This is attempt 1 with retries remaining (0 of 2 used), so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_93,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, while Gate 1 and Gate 1b passed and the clone control validated Gate 1b, so nothing is unmeasured. This is attempt 0 of a 2-retry budget. Failing the integrity floor together with attribute fidelity and briefed changes points to a systematic miss (image too far from the style) rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale (raise it, since Gate 1 has headroom) via the orchestrator to concept-designer."
wrong_93,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed (Gate 1 and 1b passed and the clone control is valid), so the concept drifted too far from the style's reference and lacks its attributes and briefed changes. At retry 0 of 2, the critic sends back an adjusted ip_adapter_scale (raised to tie the image more closely to the reference) rather than a new seed, since Gate 2 and 3 misses point to a systematic problem, not a one-off sampling artifact."
wrong_94,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, with the clone control valid), so the concept is rejected. This is attempt 1 with retries remaining, and the failures are not a one-off integrity miss. The critic sends back a different ip_adapter_scale, and the orchestrator relays it to concept-designer."
wrong_94,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes) all failed, while Gates 1 and 1b passed and the clone control was valid. Failing on fidelity and briefed changes together points to a systematic miss rather than a one-off sampling artifact, so this is a REJECT rather than a seed change. Retry count is 0 of 2, so the orchestrator relays an adjusted ip_adapter_scale to concept-designer."
wrong_94,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, and the clone control is valid), so this is a REJECT with retries remaining (count 0 of 2). Three gates failing together points to a systematic miss, not a one-off seed artifact, and no sibling-seed evidence shows the integrity floor clearing, so the critic adjusts ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_95,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed (pass: false), while Gate 1 and Gate 1b passed with a valid clone control, so this is a REJECT and not INCONCLUSIVE. This is attempt 0 of a cap of 2 retries, so the orchestrator relays a retry to concept-designer. Failing attribute fidelity and briefed changes alongside the integrity floor is not a one-off sampling artifact, and no sibling-seed evidence suggests one, so the critic adjusts ip_adapter_scale."
wrong_95,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, with the clone control validated), so this is a REJECT. Retry count is 0 of 2, so the orchestrator relays a different ip_adapter_scale to concept-designer. The failures are a broad attribute-fidelity and briefed-change miss, not a one-off sampling artifact that a new seed would fix."
